gender,city,state,maritalstatus,haschild
F,CHARLOTTE,NC,S,Y
F,ADVANCE,MO,S,Y
F,BLOOMINGDALE,GA,M,N
F,BEECH CREEK,KY,S,Y
M,RICHMOND,VA,S,N
F,GERALDINE,MT,S,N
M,FORK,MD,M,Y
F,AKRON,OH,S,N
F,OSHKOSH,NE,S,N
F,OMAHA,NE,S,N
M,GLENDALE,AZ,M,Y
F,MIFFLINTOWN,PA,S,Y
F,CALDWELL,ID,S,Y
F,GRAND RIVER,OH,M,N
F,BRANCHVILLE,SC,M,Y
F,VALLEY,WA,M,Y
F,RENO,NV,M,N
M,MOBILE,AL,M,Y
M,TOA ALTA,PR,S,N
M,SMITHS GROVE,KY,S,N
M,MERCER,ND,S,Y
M,CHICOPEE,MA,M,N
F,TAFT,TN,M,N
M,ARLINGTON,VA,S,Y
F,OMAHA,NE,S,N
F,CONROE,TX,S,Y
F,LAWTON,OK,S,Y
M,ALAKANUK,AK,M,Y
M,TOWNSVILLE,NC,S,Y
M,LUNA,NM,S,Y
F,AUGUSTA,WV,M,Y
M,HYANNIS,MA,S,N
M,CROWDER,OK,M,Y
F,WASHINGTON,DC,M,Y
M,HUSTON,ID,M,N
F,LAKE CITY,SD,S,N
F,SAN JUAN,PR,M,N
F,CUTHBERT,GA,M,Y
F,THEODORE,AL,S,N
F,OTWELL,IN,M,Y
F,MCGREW,NE,M,Y
M,SALAMANCA,NY,S,Y
M,FLORENCE,KY,S,N
F,CENTER POINT,TX,S,N
M,FABYAN,CT,M,N
M,HUNTERS,WA,S,N
M,HONOLULU,HI,S,N
F,MC LOUTH,KS,M,N
M,HARPERSVILLE,AL,S,Y
F,WAUREGAN,CT,M,Y
F,TALMO,GA,S,N
M,TAMPA,FL,S,N
F,STAR CITY,AR,M,Y
M,NEW HARBOR,ME,M,Y
M,GILBERT,AZ,S,Y
F,MEMPHIS,TN,M,Y
M,MINEOLA,TX,S,N
M,ARGYLE,GA,M,N
F,GOSNELL,AR,S,Y
F,WASHINGTON,DC,S,Y
F,THORNDIKE,MA,S,N
F,CONVERSE,IN,M,Y
F,WILLISTON,ND,M,Y
F,NEW HAVEN,CT,S,N
F,SAINT MARIES,ID,M,Y
F,WASHINGTON,DC,S,N
F,ARMINTO,WY,M,Y
M,TOK,AK,S,Y
F,STRATTON,ME,M,N
M,CAROLINA,PR,S,N
M,LEWISBURG,WV,M,Y
M,NACHES,WA,S,N
F,SANTA FE,NM,M,N
M,SAINT PAUL,MN,M,N
M,COLUMBIA,SC,M,N
M,CULDESAC,ID,S,Y
M,CUTTYHUNK,MA,S,Y
M,NASHVILLE,TN,S,N
F,PIERPONT,SD,S,Y
F,NEW HAVEN,CT,S,Y
F,FAYETTEVILLE,TN,M,Y
M,HARTSEL,CO,M,Y
F,LORETTO,MN,M,Y
F,JACKS CREEK,TN,S,Y
M,CUTLER,IL,M,N
M,WOODY CREEK,CO,M,Y
F,FILLMORE,CA,S,Y
M,SARASOTA,FL,M,N
M,PAULINA,LA,M,Y
M,LEWISVILLE,TX,M,N
M,ANNAPOLIS,MD,M,N
F,WASHINGTON,DC,M,N
M,MELDRIM,GA,M,Y
F,BIRMINGHAM,AL,S,N
F,BOSTON,MA,S,Y
M,COHOES,NY,S,N
F,RIDGEWAY,SC,M,N
F,BEREA,OH,S,N
F,LITTLETON,CO,M,N
F,WALTHALL,MS,S,Y
M,GRANTSDALE,MT,S,Y
M,MARTIN,ND,S,N
M,WELLPINIT,WA,M,Y
M,PROVIDENCE,RI,M,N
M,ALBANY,MO,S,Y
M,ALBUQUERQUE,NM,M,Y
F,CRESTLINE,OH,M,N
F,SHELDON SPRINGS,VT,M,N
F,SPRINGFIELD,MA,M,Y
M,FELT,OK,S,Y
F,RATHDRUM,ID,S,Y
F,BRANDON,WI,M,Y
M,SEXTONVILLE,WI,S,N
F,ROANOKE,TX,M,Y
F,GADSDEN,AL,M,Y
M,ENCINO,CA,M,N
F,NEW BRUNSWICK,NJ,S,Y
M,RALEIGH,ND,M,N
F,PIERCEVILLE,KS,M,Y
M,STANTON,ND,M,Y
F,BRUNO,MN,M,Y
F,DURHAM,CT,S,N
F,TARLTON,OH,S,Y
M,WALKER,IA,S,Y
F,SEQUIM,WA,M,Y
M,NEWARK,NJ,M,Y
F,NIKOLSKI,AK,S,N
M,WHITESBORO,NY,S,Y
M,LUTSEN,MN,S,Y
F,PLUMSTEADVILLE,PA,S,Y
F,TERRA ALTA,WV,S,N
F,WASCOTT,WI,S,Y
M,LAKE CITY,AR,S,N
M,MILWAUKEE,WI,M,N
M,HOLYOKE,CO,S,N
M,CASPER,WY,M,Y
M,GLENDALE,MA,M,Y
M,PORTER,ME,S,Y
M,MOUNT BLANCHARD,OH,S,Y
F,HILLSDALE,WY,S,N
M,NORFOLK,VA,S,Y
M,JANESVILLE,WI,S,N
F,CORVALLIS,MT,S,Y
M,WILMINGTON,DE,S,Y
F,WASHINGTON,DC,S,N
F,EL PASO,TX,M,Y
F,STARBUCK,WA,S,N
F,WASHINGTON,DC,M,N
M,NEW LAGUNA,NM,M,Y
M,DUBACH,LA,M,N
M,WASHINGTON,DC,M,Y
F,SOMERVILLE,VA,M,Y
M,HEMINGFORD,NE,S,N
F,WHALEYVILLE,MD,S,Y
F,SEVERNA PARK,MD,S,N
F,CONCORD,NC,M,N
F,SALTER PATH,NC,S,N
F,WICKES,AR,M,N
M,VOLCANO,HI,S,Y
F,SILVER CITY,NM,M,N
F,RUSHSYLVANIA,OH,M,Y
F,REELSVILLE,IN,S,N
F,RALEIGH,NC,S,Y
F,SIOUX FALLS,SD,M,N
M,PONCE,PR,S,Y
M,ARNOLD,MD,M,N
F,BELMONT,VT,S,Y
M,NECEDAH,WI,M,N
M,MERRILLAN,WI,S,N
M,ASKOV,MN,M,N
M,JENNINGS,KS,S,N
F,SANDY,UT,M,Y
F,TAYLOR,AR,S,Y
M,KAHOKA,MO,M,N
M,OAKDALE,CT,S,N
M,HUNTSVILLE,AL,S,N
M,CLAREMORE,OK,S,N
M,CLAYTON,NJ,S,Y
F,DAYTON,OH,S,Y
M,MINNEAPOLIS,KS,S,Y
M,LIBERTY,MO,S,N
F,WESTERLY,RI,M,Y
M,HAYWARD,CA,M,N
F,HUMBLE,TX,S,Y
F,GENEVA,AL,M,Y
M,MARYKNOLL,NY,S,N
F,NURSERY,TX,S,N
F,SHAWNEE MISSION,KS,M,N
F,FORT BLACKMORE,VA,M,Y
F,EFFINGHAM,SC,M,Y
M,WASHINGTON,DC,S,N
M,SAINT MICHAEL,AK,S,N
F,NAALEHU,HI,S,Y
F,RUMFORD,RI,S,Y
M,LEIGHTON,AL,S,Y
F,COLLIERVILLE,TN,S,N
M,EKWOK,AK,M,Y
F,WESTBROOK,ME,M,N
M,EAST SAINT LOUIS,IL,M,N
F,CENTER HARBOR,NH,M,N
F,DAMASCUS,OR,M,N
F,SANDPOINT,ID,S,N
M,BURTON,MI,S,N
F,CLEAR CREEK,WV,S,Y
M,FRIENDSVILLE,TN,S,Y
F,KING HILL,ID,S,Y
F,WASHINGTON,DC,M,Y
M,TUCSON,AZ,S,Y
F,BAYONNE,NJ,M,N
M,LAS VEGAS,NV,M,Y
M,CLEVELAND,SC,M,Y
M,WILLARD,MO,S,Y
M,TALMO,GA,S,Y
F,FRANKFORD,DE,S,Y
M,OCEAN VIEW,HI,M,N
F,AIEA,HI,M,Y
F,MABSCOTT,WV,S,Y
M,TWIN BRIDGES,MT,M,N
F,NORWALK,CT,M,Y
M,MERRITT,NC,M,N
M,ROUNDUP,MT,S,N
M,SALEM,OR,S,Y
F,HEADRICK,OK,M,Y
M,ROANOKE,VA,M,N
M,COTTONWOOD,AZ,S,Y
F,MORRISVILLE,MO,M,Y
F,STANTON,MO,S,Y
F,PRINCEVILLE,HI,M,Y
F,EDMORE,ND,S,N
M,OUZINKIE,AK,S,Y
F,LINWOOD,NC,S,Y
F,EAGLE NEST,NM,M,N
F,MOSCA,CO,S,N
M,ELLOREE,SC,S,N
M,LAWRENCEVILLE,VA,S,N
F,HAMILTON,MS,S,N
M,GEORGETOWN,DE,M,Y
F,PORTAGE,MI,S,N
M,LISBON,LA,S,Y
F,MAYERSVILLE,MS,S,N
F,PELL CITY,AL,S,N
M,LEMOYNE,NE,M,Y
F,CODY,WY,S,N
M,PEROTE,AL,M,Y
M,HYDEN,KY,S,N
F,VICTORIA,TX,M,Y
F,MONTGOMERY,AL,M,N
F,NOONAN,ND,M,Y
M,PAAUILO,HI,M,N
F,BEAUFORT,SC,M,Y
M,MC DONALD,KS,S,Y
M,STEARNS,KY,M,Y
F,MANTEO,NC,S,N
F,RURAL HALL,NC,M,N
M,CENTRE,AL,M,N
M,BRIER HILL,NY,S,N
F,GIRDWOOD,AK,M,Y
F,PRYOR,MT,M,Y
M,OATMAN,AZ,S,N
F,BAGDAD,FL,S,N
M,SHELBYVILLE,MO,M,N
M,MORRISVILLE,NY,M,N
M,GREENVILLE,NH,S,N
M,PATERSON,NJ,M,Y
F,FINDLAY,IL,M,Y
M,SILVER SPRING,MD,M,N
M,ORLANDO,FL,M,Y
F,HEYWORTH,IL,S,Y
F,SHAWNEE,OK,M,N
M,ITHACA,NE,S,Y
M,CHATTAROY,WA,S,N
F,MARTINTON,IL,M,N
M,TUCSON,AZ,S,N
F,MESA,AZ,S,N
F,VALHALLA,NY,S,Y
M,FAIRFAX,VA,S,N
M,SUGAR CITY,CO,M,Y
M,SAMMAMISH,WA,S,N
M,MANTI,UT,S,Y
M,WATERVILLE,IA,M,Y
M,SHELLMAN,GA,M,Y
M,ECHO,UT,S,Y
M,NEW LONDON,NH,M,Y
M,ENCINO,NM,M,Y
F,KENTON,DE,S,N
F,RISING SUN,MD,M,N
M,DOVER,MN,S,Y
F,IRVING,TX,M,Y
F,HARBESON,DE,S,Y
F,GREENSBORO,IN,M,N
M,MIDLAND,TX,M,Y
M,EVANSVILLE,WY,S,N
F,AGATE,ND,S,Y
F,SUMMERTOWN,TN,S,N
M,BRUNING,NE,S,N
F,PITTSBURGH,PA,S,Y
F,BENTON,MO,M,Y
M,INDIANOLA,IL,S,N
F,CATAWISSA,MO,M,N
M,SAINT LOUIS,MO,M,N
F,PUEBLO,CO,S,Y
F,GRENVILLE,NM,M,Y
M,SHAWNEE ON DELAWARE,PA,M,N
F,NORTH LAS VEGAS,NV,M,Y
F,KAYLOR,SD,S,Y
F,ALEXANDER CITY,AL,M,Y
M,NEWARK,DE,M,N
M,HUDSON,WY,S,N
M,WESTOVER,MD,M,Y
F,APOPKA,FL,M,N
M,OSCEOLA,MO,S,Y
F,WESTSIDE,IA,M,N
M,HYDES,MD,M,Y
F,KINDER,LA,M,Y
M,HOPE VALLEY,RI,M,N
F,BRUNDIDGE,AL,M,Y
M,WEST SWANZEY,NH,M,N
M,ROCKVILLE,MD,S,N
F,AVOCA,NE,S,Y
F,PRETTY PRAIRIE,KS,M,N
F,LEXINGTON,KY,S,N
F,LAHAINA,HI,M,Y
M,HARLAN,IN,M,N
F,ANITA,IA,M,Y
F,SAN JOSE,CA,M,N
M,ROSAMOND,IL,M,Y
M,GREENSBORO,NC,M,N
M,LAS VEGAS,NV,S,Y
F,GALLOWAY,OH,S,Y
F,SEABECK,WA,M,Y
M,HEART BUTTE,MT,M,Y
F,MULBERRY,FL,S,N
M,TEKOA,WA,M,Y
F,BRAITHWAITE,LA,M,N
F,MINNEAPOLIS,MN,M,N
F,SAN ACACIA,NM,S,Y
F,CANDIA,NH,M,Y
F,KEIZER,OR,S,N
M,LEDGER,MT,S,N
M,RAYVILLE,LA,S,N
M,SANTA CRUZ,CA,S,N
F,COPPELL,TX,S,N
M,ROCK SPRINGS,WY,M,N
M,WARWICK,RI,M,Y
F,MILLRY,AL,S,N
M,MIAMI,FL,S,N
M,CLERMONT,KY,S,N
F,BOISE,ID,M,Y
F,FRACKVILLE,PA,S,Y
M,HELVETIA,WV,S,N
M,DUNN CENTER,ND,S,N
M,MAKAWELI,HI,S,Y
M,VERNON,VT,S,N
F,NEWPORT,KY,S,N
M,HARDY,AR,S,Y
M,OAKLAND,MS,M,N
M,WALWORTH,WI,M,N
M,SALT LAKE CITY,UT,S,N
M,PARCEL RETURN SERVICE,DC,M,N
F,MUSELLA,GA,S,N
M,WASHINGTON,DC,M,N
M,KENNESAW,GA,M,N
F,TWIN OAKS,OK,M,Y
M,HADLEY,NY,S,Y
F,WASHINGTON,DC,S,Y
M,ARMSTRONG,MO,M,N
M,CHECOTAH,OK,S,N
M,WILLIAMSVILLE,VA,S,Y
M,SULLIVAN,ME,M,N
M,WIOTA,IA,M,Y
F,MIAMI,FL,S,Y
M,WELAKA,FL,S,Y
F,LITTLETON,NH,S,N
M,ELLIOTT,IA,M,Y
M,BILLINGS,MT,S,Y
M,GILMANTON,WI,M,N
M,GLENDALE,RI,M,Y
M,NEWMAN LAKE,WA,M,N
F,SMITHVILLE,OK,S,Y
M,ARTESIA,MS,M,N
F,CACHE,OK,M,Y
M,DANVERS,MA,M,Y
M,WASHINGTON,DC,S,Y
M,HOPE VALLEY,RI,M,N
M,HONOLULU,HI,S,Y
M,WILLOW CITY,ND,M,Y
M,HOPE,AK,M,N
F,RANIER,MN,S,N
M,CARLYLE,IL,M,Y
M,MERCEDITA,PR,S,Y
F,PANAMA,NE,S,N
F,STAMFORD,CT,S,Y
M,BAD AXE,MI,S,N
M,CHIGNIK LAGOON,AK,M,N
F,MORA,NM,S,N
M,TUNTUTULIAK,AK,M,N
M,BLISSFIELD,OH,S,N
M,NARDIN,OK,M,N
F,YUMA,AZ,M,N
F,CLINTWOOD,VA,M,N
F,DETROIT,MI,M,Y
M,KIRKLAND,AZ,M,Y
M,DES MOINES,IA,M,Y
F,ANTLER,ND,S,Y
F,FAIRBANKS,AK,S,Y
F,CROMPOND,NY,M,Y
F,RHINEBECK,NY,S,Y
F,CRYSTAL BAY,NV,M,N
F,BALFOUR,ND,S,N
M,WASHINGTON,DC,S,N
F,PROVIDENCE,RI,S,N
F,MALO,WA,M,Y
M,LYNN,MA,S,N
F,WAWARSING,NY,M,Y
M,DURHAM,NC,M,N
F,COTTON,GA,M,N
F,MEADVILLE,MO,M,Y
M,WINDSOR,CT,S,Y
F,NEW CASTLE,DE,S,N
F,ELK RIVER,ID,M,N
F,NORTH ANDOVER,MA,M,Y
M,KNIFE RIVER,MN,S,N
F,SAN JUAN,PR,M,N
F,BILOXI,MS,M,Y
M,CASON,TX,S,N
M,MC NEAL,AZ,M,Y
M,SPRINGVILLE,TN,S,N
M,MESA,AZ,M,N
M,ANIAK,AK,S,Y
F,PLEASANT PLAINS,AR,M,N
M,COLCHESTER,VT,M,N
M,BROOKLYN,NY,S,Y
M,MIDLAND,MI,S,N
M,MAYHEW,MS,S,Y
M,MESA,AZ,S,N
F,HYRUM,UT,S,Y
F,SHELLEY,ID,M,Y
M,CLAYTON,DE,S,N
M,BETHEL,DE,M,Y
F,SHARPTOWN,MD,S,Y
F,LAKE HIAWATHA,NJ,M,Y
M,LANSING,MI,S,N
M,ROGERSVILLE,MO,S,Y
M,BEACON FALLS,CT,S,N
F,DENVER,CO,M,Y
M,SAINT HELENA,NE,S,N
M,LANESBORO,PA,S,Y
F,FORT TOTTEN,ND,M,Y
M,RAYMOND,WA,M,N
F,MOUNT VERNON,SD,S,Y
F,BOQUERON,PR,M,N
F,SILVER LAKE,NH,M,Y
F,TORRANCE,CA,M,N
M,WILMINGTON,DE,S,Y
M,MIDDLETOWN,OH,M,Y
F,ADVENT,WV,M,N
M,SALT LAKE CITY,UT,S,N
F,TOLEDO,WA,M,N
F,FREEDOM,WY,M,N
F,CANDIA,NH,S,N
M,BROWNVILLE,ME,M,N
M,DENVER,PA,S,Y
F,ANCRAM,NY,M,Y
F,LOUISVILLE,KY,M,Y
F,TAFTSVILLE,VT,M,N
M,BETTENDORF,IA,M,N
F,HOLLISTER,NC,M,N
M,ETHEL,MO,M,Y
M,RUTH,NV,M,Y
M,GRAND JUNCTION,CO,M,Y
F,FEURA BUSH,NY,M,N
M,AIMWELL,LA,S,N
F,ALEXANDRIA,SD,S,N
M,URBANA,MO,S,N
M,CAWOOD,KY,S,N
M,CAPRON,VA,M,Y
F,CHATTANOOGA,TN,S,Y
F,BOKOSHE,OK,M,Y
M,ROSLINDALE,MA,M,Y
M,KALAMAZOO,MI,S,N
M,CHILMARK,MA,M,N
M,CEDAR VALLEY,UT,S,N
M,BOUNTIFUL,UT,S,N
F,HONOLULU,HI,S,Y
M,HOLT,MI,S,N
M,GOLD BEACH,OR,S,N
F,ARCO,MN,S,N
M,ROCHESTER,TX,S,Y
F,QUIMBY,IA,M,Y
M,SYRACUSE,NY,S,Y
F,IRVING,TX,M,Y
M,MONTGOMERY,AL,S,Y
M,EAGLETOWN,OK,M,N
F,SEQUIM,WA,S,N
M,SPOKANE,WA,S,Y
F,WASHINGTON,DC,S,N
F,NEW BERLIN,NY,M,N
F,CLARKLAKE,MI,M,N
F,LYME,NH,S,N
M,PROVIDENCE,RI,S,Y
F,LINCOLN,NE,M,N
F,LA HABRA,CA,S,Y
M,DURHAM,NH,S,N
F,SABANA GRANDE,PR,S,N
M,SHARON SPRINGS,NY,M,N
F,EASTON,ME,S,N
M,REHOBOTH BEACH,DE,M,Y
F,KEANSBURG,NJ,S,Y
F,STAMFORD,CT,M,Y
F,WASHINGTON,DC,S,N
F,MERIDIAN,MS,M,Y
M,BEALE AFB,CA,S,Y
F,HEWITT,NJ,S,N
F,CAGUAS,PR,M,N
M,BRUCE,MS,M,N
F,KATY,TX,S,N
M,SAINT LOUIS,MO,S,N
F,OAKRIDGE,OR,S,N
F,GOSHEN,NH,S,Y
F,WOONSOCKET,RI,S,N
F,SAINT PAUL,MN,S,Y
F,KENT,OR,M,Y
M,BLAIR,NE,S,N
M,NINETY SIX,SC,M,N
F,STAMFORD,CT,M,N
M,BONFIELD,IL,S,N
F,FRIEND,NE,M,N
F,LAWRENCEVILLE,PA,S,Y
M,RIO GRANDE,OH,M,N
M,INDIANOLA,MS,S,Y
F,INTERNATIONAL FALLS,MN,S,Y
F,LENORE,ID,S,N
F,OVERLAND PARK,KS,M,Y
F,BATH,NH,S,N
M,MADISON,WI,S,N
M,WASHINGTON ISLAND,WI,M,Y
M,CAMP GROVE,IL,S,Y
F,NORTH CHARLESTON,SC,S,Y
M,ROME,NY,M,N
F,OTTERTAIL,MN,M,Y
F,ELKINS,WV,M,N
F,RIFLE,CO,M,N
M,RIO,WI,M,N
F,LEWISBURG,WV,S,N
M,BEAVER,AK,M,N
M,TANGERINE,FL,M,Y
M,PHOENIX,AZ,S,Y
F,TUCSON,AZ,S,Y
F,NEVADA,TX,S,Y
F,HONOLULU,HI,M,N
F,LARAMIE,WY,S,Y
M,WHITETAIL,MT,S,N
F,ABERDEEN PROVING GROUND,MD,S,Y
F,PLEASANT HILL,NC,M,Y
F,MENLO,WA,S,N
F,LEAVENWORTH,KS,M,N
F,MANCHESTER,MD,S,N
F,WILDROSE,ND,M,Y
F,WARWICK,RI,M,N
M,GLEN MILLS,PA,S,Y
F,SLATERSVILLE,RI,M,Y
F,LUDLOW,SD,M,N
F,WASHINGTON,DC,S,N
M,CROSBY,PA,S,Y
M,WAKARUSA,KS,M,N
M,BIRMINGHAM,AL,S,Y
M,LYNDON CENTER,VT,S,Y
F,ETHRIDGE,MT,S,Y
M,MADISON,WI,M,Y
F,WARWICK,RI,S,N
M,LOVES PARK,IL,S,N
M,ALBUQUERQUE,NM,S,Y
M,SCRANTON,PA,S,N
M,SABANA HOYOS,PR,M,Y
F,REEDSBURG,WI,S,Y
F,SKELTON,WV,S,Y
M,NORTHBOROUGH,MA,S,N
F,KEKAHA,HI,S,N
M,ALBUQUERQUE,NM,S,Y
M,MYRTLE BEACH,SC,M,N
F,CHARENTON,LA,S,Y
M,WILMINGTON,DE,M,N
M,NEWBERRY,IN,S,Y
M,MOCCASIN,MT,S,N
F,HEFLIN,LA,M,Y
M,CHINESE CAMP,CA,M,N
M,NEWPORT,NH,M,N
F,ROCKY RIDGE,MD,S,Y
F,FRANKTON,IN,M,N
M,MARION,MS,S,N
F,STAMFORD,CT,M,N
F,ARRINGTON,TN,S,N
F,GEORGETOWN,DE,S,N
F,WASHINGTON,DC,M,Y
F,INNIS,LA,S,N
M,MC GRAWS,WV,S,N
F,TOA BAJA,PR,S,Y
M,KIAMICHI CHRISTIAN MISSION,OK,M,Y
M,NEW ORLEANS,LA,S,N
F,FOREST HILLS,KY,M,N
M,WILLIAMSTOWN,NY,S,Y
F,BUCHANAN,GA,M,Y
F,SAN FRANCISCO,CA,S,Y
F,WESTFIELD,IL,S,N
F,WALLACE,ID,S,Y
M,MARBURY,AL,S,Y
F,WASHINGTON,DC,S,Y
F,POSEN,MI,M,N
M,WALSHVILLE,IL,M,Y
M,PRINEVILLE,OR,M,Y
F,HARRODSBURG,IN,M,N
F,MARRIOTTSVILLE,MD,S,Y
M,WESTBROOK,CT,M,N
M,WATERFORD,NY,M,N
F,FALMOUTH,MA,M,N
M,OROCOVIS,PR,M,N
M,GRAYS RIVER,WA,S,N
F,ALMONT,ND,S,N
M,LOWRY CITY,MO,S,Y
F,DES MOINES,IA,S,Y
F,MERIGOLD,MS,S,Y
F,BICKLETON,WA,S,N
M,ALBUQUERQUE,NM,S,Y
M,REXFORD,MT,M,N
F,LARAMIE,WY,S,N
M,ROSENBERG,TX,M,N
F,STONEWALL,LA,S,Y
F,FAIRFIELD,ID,M,Y
M,SARITA,TX,S,Y
F,TUCSON,AZ,M,Y
M,DANVILLE,IA,S,Y
M,FORT MYERS,FL,M,Y
M,POWELLVILLE,MD,M,N
M,BURLINGTON,WY,M,Y
F,LEISENRING,PA,M,Y
M,RAMPART,AK,S,N
F,COTTAGE GROVE,MN,M,Y
F,PORT ALEXANDER,AK,S,Y
M,OAKHURST,CA,S,Y
F,PONCE,PR,M,Y
M,WYNONA,OK,S,N
F,CRYSTAL BAY,MN,M,Y
M,CHESTER,UT,M,Y
F,MINDEN,NV,S,N
M,POWDERVILLE,MT,M,N
F,AMERICAN FORK,UT,M,N
F,BERINO,NM,M,N
F,SMITHWICK,SD,M,N
F,SEASIDE,OR,S,N
M,OGDEN,UT,M,Y
M,ALEXANDRIA,AL,S,Y
F,SOCIETY HILL,SC,M,N
M,POLLOCK,MO,M,N
F,ARCADIA,CA,M,N
M,CALEDONIA,MO,M,N
M,MILLS,WY,M,Y
M,PLAINVIEW,AR,M,Y
F,PROVIDENCE,RI,M,N
M,CASSANDRA,PA,M,Y
F,CLINTON,MN,S,N
F,NASHVILLE,TN,S,N
F,WASHINGTON,DC,S,N
F,CLEARLAKE,WA,S,N
M,COLLINSVILLE,AL,M,Y
M,TYLER,TX,S,Y
M,HOLLY POND,AL,S,Y
M,RICHMOND,VA,S,Y
M,BENEDICT,KS,M,Y
F,WILMINGTON,DE,M,Y
M,SHAWNEE,WY,S,Y
M,DECKER,MI,M,Y
F,PEERLESS,MT,S,N
F,GREAT NECK,NY,S,N
F,NORTH MONTPELIER,VT,M,Y
F,PETERBOROUGH,NH,S,Y
F,STOCKBRIDGE,VT,S,Y
F,BRIGGSVILLE,AR,M,N
F,ROCKY MOUNT,NC,M,Y
F,APACHE JUNCTION,AZ,M,Y
F,SAVANNAH,GA,S,N
F,MILLINGTON,TN,S,Y
F,INKOM,ID,S,Y
M,TOA ALTA,PR,S,N
M,CERRO GORDO,NC,S,Y
M,WHITE BIRD,ID,M,Y
M,BEVERLY,KS,M,Y
F,WAVERLY,GA,M,Y
M,WASHINGTON,DC,M,Y
M,POLARIS,MT,M,N
M,CLAYTON,NJ,S,N
F,HASTINGS,NE,M,N
F,PUYALLUP,WA,S,N
M,NEWARK,DE,S,Y
M,MOSCOW,VT,S,N
M,SAN JUAN,PR,S,Y
F,CONCORD,VT,M,N
F,FORT ROCK,OR,S,Y
M,WASHINGTON,DC,S,Y
M,LINTON,IN,S,N
M,WALSTONBURG,NC,M,Y
M,NEW LIBERTY,IA,S,N
F,IRONSIDE,OR,M,N
F,SALT LICK,KY,M,Y
M,KING COVE,AK,S,Y
F,GUYMON,OK,M,Y
M,MCALLEN,TX,M,N
F,PARKER,CO,S,Y
F,BATON ROUGE,LA,S,Y
F,FISHER,AR,M,N
M,MURRAY CITY,OH,S,N
M,NASHUA,NH,M,Y
M,PORT SAINT LUCIE,FL,S,N
F,WHITMER,WV,S,N
F,LAKE OSWEGO,OR,M,Y
M,DENTON,TX,M,N
F,LITTLETON,CO,S,Y
F,CHIGNIK LAGOON,AK,S,Y
F,MOUNT OLIVE,AL,S,Y
F,GREENVILLE,MO,S,N
M,STERLING,VA,S,Y
F,GLEN BURNIE,MD,M,Y
F,CLARK FORK,ID,M,N
F,NEWPORT,NC,M,N
M,LOLITA,TX,S,N
M,FISHER,MN,M,Y
M,WALLAGRASS,ME,S,N
M,MORRISTOWN,NJ,S,Y
F,SPRING GAP,MD,S,Y
F,GRAVETTE,AR,M,N
M,SUBLETTE,KS,M,Y
M,HARPERS FERRY,IA,M,Y
M,SWATARA,MN,M,Y
F,WHALEYVILLE,MD,M,N
M,WALDO,KS,M,N
M,COPPER CENTER,AK,M,Y
F,HONOLULU,HI,M,Y
F,GOODLAND,IN,S,N
F,FARMINGTON,WA,M,Y
M,BROOKLYN,NY,S,Y
F,GOSHEN,CT,M,Y
F,WALHALLA,ND,M,Y
F,TOPEKA,KS,M,Y
M,AVIS,PA,S,N
F,LAS VEGAS,NV,S,N
M,DES MOINES,IA,M,Y
M,HAYES,LA,S,N
M,LAWRENCE,MI,M,N
M,FALL BRANCH,TN,S,N
F,TANNER,AL,S,Y
M,UTICA,MS,S,Y
F,BROOKLYN,MS,M,N
M,PORTLAND,OR,S,N
F,RIPON,CA,S,Y
M,EVANSTON,WY,S,Y
M,NEWARK,DE,S,Y
M,SIOUX FALLS,SD,S,Y
M,FREMONT,IA,M,N
M,WASHINGTON,DC,M,Y
F,UNIOPOLIS,OH,M,N
F,WATCHUNG,NJ,S,Y
M,EATONTOWN,NJ,M,N
M,ALBERTA,MN,M,Y
F,LOWELL,MI,M,Y
M,MISSOULA,MT,M,Y
F,SOUTH SALEM,OH,S,Y
M,FOWLER,CA,M,Y
F,BURCHARD,NE,S,Y
F,ORGAN,NM,M,N
F,AVISTON,IL,M,N
M,MC KENZIE,TN,M,N
M,FRANKLIN,TN,M,Y
F,STERLING,AK,S,N
M,WASHINGTON,DC,M,N
M,WASHINGTON,DC,S,N
M,GLENWOOD,IL,S,N
M,BEAVER,PA,S,N
F,KINSTON,NC,S,N
M,QUINCY,MO,M,N
F,ANAHOLA,HI,M,N
F,DIXONS MILLS,AL,M,Y
M,GREENSBORO,NC,S,Y
F,FRANKFORD,DE,S,Y
F,WASHINGTON,DC,S,N
M,CHARLESTON,SC,M,N
F,WASHINGTON,DC,S,Y
M,GREEN BAY,WI,M,N
F,LAS VEGAS,NV,S,N
F,GREENFORD,OH,M,Y
M,GOLDEN,OK,S,N
F,OSAGE,OK,S,N
M,SENECA,MO,M,Y
F,PASCOAG,RI,M,N
F,WILSONVILLE,NE,S,Y
M,KENDRICK,ID,S,N
M,WEST LIBERTY,KY,S,Y
M,COLDWATER,MS,S,Y
F,PORTLAND,OR,M,Y
M,PALMER,NE,S,Y
F,MOUNT GILEAD,NC,S,Y
M,CHESTER,VA,S,Y
F,PEACH BOTTOM,PA,S,N
M,TEUTOPOLIS,IL,S,Y
F,BOWIE,MD,M,N
M,WORTON,MD,M,Y
M,SONOITA,AZ,M,N
F,HAMPSHIRE,TN,S,N
F,ROCK HILL,SC,S,Y
F,MALONE,KY,S,N
M,SPRINGFIELD,OR,S,N
M,PEACE DALE,RI,S,Y
M,HOMER,IN,S,Y
M,LAYTON,UT,M,N
