hospitalname,address1,city,hospitaltype,hospitalowner
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,Acute Care Hospitals,Voluntary non-profit - Private
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,Acute Care Hospitals,Proprietary
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,Acute Care Hospitals,Voluntary non-profit - Other
ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Acute Care Hospitals,Proprietary
ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Acute Care Hospitals,Proprietary
ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Acute Care Hospitals,Proprietary
ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Acute Care Hospitals,Proprietary
ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Acute Care Hospitals,Proprietary
ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Acute Care Hospitals,Proprietary
ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,Acute Care Hospitals,Proprietary
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,LOS ANGELES,Acute Care Hospitals,Proprietary
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,Acute Care Hospitals,Government - Federal
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,Acute Care Hospitals,Voluntary non-profit - Other
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
MERCY MEDICAL CENTER MERCED,301 E 13TH ST,MERCED,Acute Care Hospitals,Government - Local
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,Acute Care Hospitals,Government - Federal
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,Acute Care Hospitals,Voluntary non-profit - Other
